loan_id,customer_id,loan_amount,interest_rate,loan_term_months,loan_type,loan_purpose,application_date,approval_status,loan_status
14344,7118,1630473,11.31,12,Business Loan,Business Expansion,2024-09-18,Approved,Active
14345,7119,857951,10.25,12,Education Loan,Wedding,2025-12-09,Pending,Not Issued
14346,7119,3379052,10.95,84,Personal Loan,Travel,2024-11-29,Pending,Not Issued
14347,7119,2214855,11.13,84,Business Loan,Wedding,2023-08-22,Approved,Active
14348,7120,4409630,8.64,12,Personal Loan,Business Expansion,2022-10-25,Approved,Active
14349,7120,4462371,7.32,48,Education Loan,Vehicle,2023-10-05,Approved,Closed
14350,7121,2258624,15.9,12,Car Loan,Business Expansion,2024-03-09,Pending,Not Issued
14351,7121,1145944,17.37,120,Education Loan,Home Purchase,2022-09-06,Pending,Not Issued
14352,7122,4813642,7.25,60,Personal Loan,Travel,2024-10-08,Approved,Default
14353,7122,2352846,8.78,120,Education Loan,Home Purchase,2024-10-31,Approved,Active
14354,7123,2323592,13.11,24,Education Loan,Travel,2025-05-06,Pending,Not Issued
14355,7124,1948474,15.1,84,Car Loan,Wedding,2025-09-17,Pending,Not Issued
14356,7124,1630288,16.17,36,Business Loan,Vehicle,2025-05-16,Pending,Not Issued
14357,7125,2128733,8.16,60,Education Loan,Home Purchase,2024-01-11,Approved,Active
14358,7125,1227108,7.19,60,Personal Loan,Travel,2023-05-26,Approved,Default
14359,7125,1592175,7.59,84,Business Loan,Education,2023-12-22,Approved,Active
14360,7126,873680,12.02,36,Car Loan,Medical,2026-03-01,Pending,Not Issued
14361,7127,392946,14.81,48,Home Loan,Vehicle,2022-09-20,Pending,Not Issued
14362,7127,963718,15.76,48,Car Loan,Vehicle,2022-08-30,Approved,Active
14363,7128,89974,9.97,120,Education Loan,Education,2026-06-11,Pending,Not Issued
14364,7129,3683899,8.52,12,Personal Loan,Medical,2022-10-19,Approved,Active
14365,7129,4711784,8.09,48,Education Loan,Vehicle,2026-03-14,Approved,Active
14366,7129,1424661,7.53,12,Business Loan,Travel,2026-01-08,Approved,Active
14367,7130,575593,12.79,120,Home Loan,Vehicle,2026-02-28,Rejected,Not Issued
14368,7130,1171345,15.08,24,Business Loan,Wedding,2023-07-01,Rejected,Not Issued
14369,7131,622710,16.57,24,Personal Loan,Home Purchase,2025-02-03,Rejected,Not Issued
14370,7131,2269091,13.36,12,Home Loan,Home Purchase,2024-12-13,Pending,Not Issued
14371,7132,1877745,13.2,36,Car Loan,Vehicle,2026-05-31,Rejected,Not Issued
14372,7132,2770740,16.15,48,Car Loan,Wedding,2023-03-09,Pending,Not Issued
14373,7132,523793,17.84,48,Education Loan,Home Purchase,2025-09-14,Rejected,Not Issued
14374,7133,598798,15.56,36,Education Loan,Wedding,2023-10-21,Rejected,Not Issued
14375,7133,124793,17.72,60,Education Loan,Travel,2026-01-02,Rejected,Not Issued
14376,7134,4204959,13.3,120,Education Loan,Education,2022-10-27,Pending,Not Issued
14377,7135,1947516,7.92,12,Car Loan,Home Purchase,2025-12-28,Approved,Active
14378,7135,1409186,8.23,84,Business Loan,Wedding,2024-01-25,Approved,Active
14379,7136,2018322,14.87,60,Home Loan,Vehicle,2026-01-17,Rejected,Not Issued
14380,7137,1168157,9.94,48,Personal Loan,Business Expansion,2024-03-12,Approved,Closed
14381,7137,1648544,10.15,12,Education Loan,Education,2025-06-21,Approved,Closed
14382,7138,285359,17.78,12,Car Loan,Vehicle,2024-02-26,Pending,Not Issued
14383,7138,160353,14.88,48,Education Loan,Business Expansion,2025-03-15,Rejected,Not Issued
14384,7139,1003284,13.19,48,Education Loan,Education,2024-05-12,Pending,Not Issued
14385,7139,336077,17.58,12,Education Loan,Vehicle,2024-06-11,Rejected,Not Issued
14386,7139,1333484,14.56,60,Car Loan,Medical,2023-10-16,Pending,Not Issued
14387,7140,2591385,11.72,120,Car Loan,Medical,2025-12-02,Pending,Not Issued
14388,7140,3908446,10.0,84,Personal Loan,Travel,2023-01-12,Pending,Not Issued
14389,7140,2659632,9.72,60,Home Loan,Business Expansion,2024-09-03,Pending,Not Issued
14390,7141,140463,16.45,60,Education Loan,Home Purchase,2024-11-08,Rejected,Not Issued
14391,7141,523817,15.2,120,Business Loan,Medical,2025-08-15,Rejected,Not Issued
14392,7142,358224,14.08,84,Education Loan,Home Purchase,2026-06-25,Pending,Not Issued
14393,7142,87212,14.87,60,Home Loan,Business Expansion,2023-09-11,Rejected,Not Issued
14394,7143,752327,15.04,48,Business Loan,Medical,2023-12-25,Rejected,Not Issued
14395,7143,1430667,13.22,60,Business Loan,Travel,2023-09-15,Rejected,Not Issued
14396,7143,916538,13.19,60,Personal Loan,Travel,2023-02-25,Rejected,Not Issued
14397,7144,582437,12.25,60,Car Loan,Home Purchase,2022-09-02,Rejected,Not Issued
14398,7144,270315,16.88,60,Car Loan,Vehicle,2024-03-01,Pending,Not Issued
14399,7144,642024,17.47,84,Home Loan,Vehicle,2023-02-02,Pending,Not Issued
14400,7145,748073,13.93,120,Education Loan,Medical,2026-02-01,Rejected,Not Issued
14401,7145,843314,16.83,60,Education Loan,Home Purchase,2025-04-16,Pending,Not Issued
14402,7145,478092,15.46,24,Personal Loan,Business Expansion,2023-06-30,Pending,Not Issued
14403,7146,2171149,10.32,24,Education Loan,Wedding,2023-06-01,Approved,Active
14404,7147,1005804,14.12,48,Personal Loan,Wedding,2024-11-25,Approved,Active
14405,7148,911176,10.75,84,Education Loan,Wedding,2022-09-21,Approved,Active
14406,7149,4112201,10.32,12,Car Loan,Wedding,2022-11-11,Pending,Not Issued
14407,7149,986019,9.43,48,Car Loan,Vehicle,2024-07-08,Pending,Not Issued
14408,7149,1877224,11.83,60,Car Loan,Education,2026-04-05,Approved,Active
14409,7150,557939,13.05,48,Home Loan,Medical,2024-12-21,Rejected,Not Issued
14410,7150,680038,17.11,36,Personal Loan,Vehicle,2023-05-10,Rejected,Not Issued
14411,7151,1865725,16.04,60,Home Loan,Business Expansion,2023-04-08,Pending,Not Issued
14412,7151,1566867,16.3,36,Personal Loan,Vehicle,2023-02-24,Approved,Active
14413,7152,701390,15.3,120,Personal Loan,Vehicle,2024-01-07,Rejected,Not Issued
14414,7153,2975953,17.44,84,Home Loan,Home Purchase,2024-05-05,Pending,Not Issued
14415,7153,1099395,16.86,24,Car Loan,Business Expansion,2024-10-11,Approved,Default
14416,7153,464426,15.12,36,Home Loan,Home Purchase,2025-08-03,Pending,Not Issued
14417,7154,669166,12.13,60,Education Loan,Home Purchase,2026-05-16,Pending,Not Issued
14418,7155,1988180,16.21,12,Education Loan,Medical,2024-03-01,Rejected,Not Issued
14419,7155,3951748,14.73,24,Home Loan,Wedding,2024-12-25,Pending,Not Issued
14420,7156,515684,17.09,36,Business Loan,Wedding,2024-01-04,Pending,Not Issued
14421,7157,899694,16.27,48,Education Loan,Travel,2026-01-02,Pending,Not Issued
14422,7157,1240573,13.26,60,Education Loan,Vehicle,2025-03-11,Rejected,Not Issued
14423,7158,385223,7.95,48,Personal Loan,Wedding,2024-01-24,Approved,Active
14424,7158,3832796,8.09,36,Home Loan,Vehicle,2023-07-26,Approved,Active
14425,7159,50681,17.73,84,Business Loan,Education,2025-05-10,Rejected,Not Issued
14426,7159,535865,12.92,36,Business Loan,Business Expansion,2025-04-11,Pending,Not Issued
14427,7159,510202,16.46,36,Home Loan,Home Purchase,2023-03-03,Rejected,Not Issued
14428,7160,841188,15.4,84,Home Loan,Business Expansion,2025-06-10,Rejected,Not Issued
14429,7160,189394,14.3,48,Business Loan,Business Expansion,2024-12-07,Rejected,Not Issued
14430,7161,168312,10.79,48,Personal Loan,Medical,2023-02-01,Pending,Not Issued
14431,7161,2009850,11.44,36,Business Loan,Medical,2022-12-20,Pending,Not Issued
14432,7161,442015,9.38,12,Business Loan,Home Purchase,2026-03-02,Pending,Not Issued
14433,7162,523410,12.48,12,Education Loan,Travel,2023-04-27,Pending,Not Issued
14434,7163,4244061,17.05,12,Education Loan,Medical,2025-09-06,Rejected,Not Issued
14435,7164,1240481,12.73,24,Business Loan,Home Purchase,2026-04-26,Pending,Not Issued
14436,7164,909371,16.07,120,Education Loan,Education,2024-06-06,Rejected,Not Issued
14437,7164,1034708,14.76,120,Car Loan,Medical,2023-04-16,Pending,Not Issued
14438,7165,431225,7.74,24,Business Loan,Home Purchase,2025-10-09,Approved,Active
14439,7165,4192736,7.52,120,Car Loan,Vehicle,2026-01-27,Approved,Active
14440,7165,4797677,8.23,84,Education Loan,Education,2025-03-27,Approved,Default
14441,7166,763916,17.94,60,Home Loan,Wedding,2023-12-15,Rejected,Not Issued
14442,7167,1977316,8.43,60,Business Loan,Education,2025-02-15,Approved,Default
14443,7168,4193193,13.21,120,Home Loan,Medical,2024-07-30,Approved,Closed
14444,7169,592434,14.73,60,Home Loan,Medical,2022-09-07,Pending,Not Issued
14445,7169,388595,13.94,24,Personal Loan,Education,2022-12-28,Pending,Not Issued
14446,7169,170892,12.77,48,Car Loan,Business Expansion,2022-07-25,Rejected,Not Issued
14447,7170,2822063,14.96,60,Car Loan,Education,2025-01-01,Rejected,Not Issued
14448,7171,779500,14.77,36,Education Loan,Medical,2024-01-07,Pending,Not Issued
14449,7171,397302,13.96,84,Education Loan,Medical,2024-01-27,Pending,Not Issued
14450,7172,1371692,13.58,12,Personal Loan,Medical,2025-01-19,Rejected,Not Issued
14451,7173,1375440,12.83,36,Home Loan,Travel,2025-07-30,Pending,Not Issued
14452,7173,1967654,14.12,36,Education Loan,Business Expansion,2022-12-23,Pending,Not Issued
14453,7173,505431,16.99,120,Education Loan,Education,2023-12-26,Pending,Not Issued
14454,7174,167463,12.44,84,Education Loan,Travel,2024-10-05,Pending,Not Issued
14455,7174,307198,15.91,12,Home Loan,Vehicle,2024-05-01,Pending,Not Issued
14456,7174,462897,16.45,24,Home Loan,Medical,2022-11-06,Rejected,Not Issued
14457,7175,1123186,8.91,48,Home Loan,Vehicle,2024-05-07,Approved,Active
14458,7176,2420929,11.71,60,Personal Loan,Home Purchase,2024-06-05,Pending,Not Issued
14459,7176,2067981,11.28,120,Education Loan,Medical,2022-10-20,Approved,Closed
14460,7176,525505,9.84,60,Car Loan,Vehicle,2023-08-20,Pending,Not Issued
14461,7177,95166,14.69,12,Personal Loan,Vehicle,2025-09-18,Rejected,Not Issued
14462,7177,440605,17.9,36,Business Loan,Business Expansion,2022-09-06,Rejected,Not Issued
14463,7178,2902181,8.69,84,Education Loan,Vehicle,2025-09-30,Approved,Closed
14464,7178,3491855,8.85,24,Business Loan,Travel,2024-11-09,Approved,Active
14465,7178,765541,7.66,60,Education Loan,Travel,2023-08-18,Approved,Active
14466,7179,736692,14.82,120,Car Loan,Travel,2024-08-02,Pending,Not Issued
14467,7180,747550,17.93,24,Education Loan,Education,2024-10-21,Pending,Not Issued
14468,7180,1663674,14.59,24,Business Loan,Medical,2024-09-18,Pending,Not Issued
14469,7181,519663,17.15,24,Business Loan,Vehicle,2024-06-15,Rejected,Not Issued
14470,7182,178853,7.28,84,Education Loan,Business Expansion,2023-12-26,Approved,Default
14471,7182,906830,7.24,36,Personal Loan,Medical,2025-04-06,Approved,Active
14472,7182,1811041,7.11,36,Business Loan,Medical,2024-11-10,Approved,Closed
14473,7183,3464490,14.25,24,Car Loan,Education,2023-06-20,Rejected,Not Issued
14474,7183,1794914,12.22,36,Business Loan,Home Purchase,2026-01-14,Rejected,Not Issued
14475,7184,1108341,7.67,12,Car Loan,Medical,2024-06-26,Approved,Active
14476,7184,705609,8.05,48,Car Loan,Wedding,2022-11-08,Approved,Active
14477,7184,644506,8.4,36,Home Loan,Home Purchase,2023-09-08,Approved,Closed
14478,7185,1217721,13.85,36,Business Loan,Medical,2023-07-01,Rejected,Not Issued
14479,7186,2416246,7.99,36,Business Loan,Home Purchase,2024-08-18,Approved,Closed
14480,7186,2686499,7.0,36,Personal Loan,Education,2023-09-08,Approved,Active
14481,7186,2198834,7.64,120,Personal Loan,Wedding,2023-04-30,Approved,Active
14482,7187,680329,15.92,60,Business Loan,Business Expansion,2023-04-30,Rejected,Not Issued
14483,7187,2136955,17.91,48,Car Loan,Vehicle,2026-04-24,Rejected,Not Issued
14484,7187,821847,14.1,24,Car Loan,Education,2026-05-29,Pending,Not Issued
14485,7188,1039298,11.48,120,Car Loan,Home Purchase,2025-03-13,Approved,Active
14486,7188,3693459,11.96,12,Home Loan,Education,2026-05-09,Approved,Active
14487,7188,791791,10.72,84,Personal Loan,Medical,2024-08-08,Pending,Not Issued
14488,7189,904511,16.15,24,Personal Loan,Vehicle,2025-01-11,Pending,Not Issued
14489,7189,1529397,15.9,84,Personal Loan,Medical,2025-05-06,Rejected,Not Issued
14490,7190,1309935,13.41,36,Business Loan,Business Expansion,2023-03-23,Approved,Active
14491,7190,1142233,17.32,60,Home Loan,Education,2025-04-03,Approved,Closed
14492,7190,338494,15.51,120,Car Loan,Wedding,2023-07-16,Approved,Active
14493,7191,4245469,13.24,48,Education Loan,Travel,2025-08-30,Rejected,Not Issued
14494,7192,3892464,8.99,24,Education Loan,Home Purchase,2023-02-12,Approved,Active
14495,7192,4579872,7.27,84,Personal Loan,Business Expansion,2025-12-17,Approved,Active
14496,7193,2806583,16.13,48,Business Loan,Education,2023-11-20,Pending,Not Issued
14497,7193,2455452,17.7,120,Business Loan,Travel,2026-02-01,Rejected,Not Issued
14498,7194,271660,13.93,24,Home Loan,Medical,2024-06-03,Rejected,Not Issued
14499,7194,788877,14.99,120,Home Loan,Education,2025-09-22,Rejected,Not Issued
14500,7194,726290,13.27,84,Business Loan,Home Purchase,2025-08-19,Pending,Not Issued
14501,7195,4554354,10.6,84,Business Loan,Home Purchase,2022-10-04,Approved,Active
14502,7195,216954,9.94,48,Business Loan,Wedding,2025-02-03,Approved,Default
14503,7195,1147391,10.54,84,Home Loan,Home Purchase,2024-05-12,Approved,Active
14504,7196,878189,16.86,120,Business Loan,Home Purchase,2022-08-07,Pending,Not Issued
14505,7197,1822806,9.95,12,Home Loan,Business Expansion,2023-06-15,Pending,Not Issued
14506,7197,300192,11.2,48,Education Loan,Vehicle,2022-09-20,Pending,Not Issued
14507,7198,2975831,12.73,12,Car Loan,Medical,2022-11-05,Pending,Not Issued
14508,7199,821795,11.45,60,Business Loan,Medical,2024-09-01,Pending,Not Issued
14509,7199,971792,11.74,36,Education Loan,Business Expansion,2023-06-02,Pending,Not Issued
14510,7199,618355,10.8,48,Personal Loan,Home Purchase,2025-04-25,Pending,Not Issued
14511,7200,297659,7.16,120,Education Loan,Vehicle,2025-05-28,Approved,Active
14512,7201,1675197,10.7,24,Home Loan,Education,2026-04-13,Approved,Closed
14513,7201,2652221,9.57,12,Personal Loan,Education,2025-05-25,Approved,Closed
14514,7201,2518590,10.93,48,Personal Loan,Home Purchase,2026-07-10,Approved,Closed
14515,7202,583670,14.02,120,Home Loan,Travel,2023-04-10,Pending,Not Issued
14516,7202,237529,14.62,12,Home Loan,Vehicle,2023-10-22,Pending,Not Issued
14517,7202,278723,17.79,84,Personal Loan,Medical,2023-10-16,Rejected,Not Issued
14518,7203,2453205,16.11,48,Home Loan,Home Purchase,2025-04-30,Pending,Not Issued
14519,7204,2610863,16.17,120,Business Loan,Business Expansion,2024-08-29,Approved,Active
14520,7204,412824,17.26,24,Home Loan,Education,2024-08-02,Approved,Active
14521,7204,454835,16.27,24,Personal Loan,Wedding,2026-06-02,Approved,Active
14522,7205,2024796,8.55,84,Personal Loan,Wedding,2025-10-07,Approved,Closed
14523,7206,2112837,13.19,12,Education Loan,Vehicle,2024-10-19,Pending,Not Issued
14524,7206,1000191,12.73,84,Car Loan,Travel,2025-06-26,Pending,Not Issued
14525,7207,830589,9.37,48,Business Loan,Business Expansion,2023-07-31,Approved,Default
14526,7207,3349729,9.9,36,Personal Loan,Wedding,2025-11-06,Approved,Active
14527,7207,2070578,10.99,36,Car Loan,Travel,2024-06-11,Approved,Closed
14528,7208,1952578,12.2,84,Home Loan,Wedding,2023-03-18,Pending,Not Issued
14529,7208,705566,16.04,24,Education Loan,Home Purchase,2026-07-16,Pending,Not Issued
14530,7208,996992,14.8,24,Car Loan,Travel,2025-03-05,Rejected,Not Issued
14531,7209,2725940,9.81,120,Personal Loan,Travel,2023-02-12,Approved,Closed
14532,7210,4706704,17.29,24,Home Loan,Medical,2023-04-20,Approved,Default
14533,7211,65293,7.49,120,Business Loan,Vehicle,2025-09-21,Approved,Active
14534,7211,450703,7.03,24,Personal Loan,Wedding,2024-01-15,Approved,Closed
14535,7212,107252,12.23,120,Personal Loan,Wedding,2023-06-02,Pending,Not Issued
14536,7212,187355,17.66,12,Car Loan,Travel,2026-03-13,Rejected,Not Issued
14537,7212,1029242,12.81,12,Car Loan,Business Expansion,2024-03-13,Pending,Not Issued
14538,7213,548926,15.49,24,Personal Loan,Travel,2026-03-09,Pending,Not Issued
14539,7213,1054961,17.64,12,Personal Loan,Home Purchase,2024-08-05,Rejected,Not Issued
14540,7214,1247597,17.47,60,Personal Loan,Business Expansion,2023-12-29,Pending,Not Issued
14541,7214,1036054,16.73,36,Home Loan,Vehicle,2023-10-13,Rejected,Not Issued
14542,7214,817737,13.74,84,Personal Loan,Education,2022-11-24,Rejected,Not Issued
14543,7215,725622,9.61,60,Home Loan,Business Expansion,2026-05-12,Pending,Not Issued
14544,7216,1330158,12.42,24,Education Loan,Wedding,2025-01-08,Pending,Not Issued
14545,7216,2254370,17.61,60,Education Loan,Home Purchase,2025-04-15,Pending,Not Issued
14546,7217,4736525,13.96,48,Car Loan,Vehicle,2024-04-08,Approved,Closed
14547,7217,3807273,16.18,60,Business Loan,Travel,2025-02-21,Pending,Not Issued
14548,7218,3363676,12.71,120,Personal Loan,Wedding,2023-08-31,Rejected,Not Issued
14549,7218,1285355,16.08,60,Education Loan,Business Expansion,2026-05-11,Rejected,Not Issued
14550,7219,59581,13.47,84,Education Loan,Business Expansion,2024-07-27,Rejected,Not Issued
14551,7219,387876,15.64,12,Home Loan,Medical,2022-11-22,Rejected,Not Issued
14552,7219,2341007,13.16,84,Education Loan,Travel,2025-07-29,Pending,Not Issued
14553,7220,2642167,12.54,48,Home Loan,Travel,2023-01-09,Rejected,Not Issued
14554,7221,1911733,7.03,84,Personal Loan,Education,2024-09-04,Approved,Default
14555,7221,707627,8.73,60,Business Loan,Business Expansion,2022-12-23,Approved,Active
14556,7221,4623941,7.23,24,Car Loan,Travel,2023-09-12,Approved,Default
14557,7222,3955255,10.14,60,Car Loan,Wedding,2025-07-18,Pending,Not Issued
14558,7222,1218593,10.92,24,Home Loan,Business Expansion,2024-12-06,Approved,Closed
14559,7222,2117521,10.56,24,Education Loan,Home Purchase,2025-08-11,Approved,Active
14560,7223,1382717,11.55,24,Home Loan,Business Expansion,2022-10-16,Pending,Not Issued
14561,7223,2920796,11.81,24,Education Loan,Vehicle,2025-01-10,Pending,Not Issued
14562,7223,3331405,11.64,120,Car Loan,Education,2026-04-13,Approved,Active
14563,7224,439981,10.66,84,Car Loan,Medical,2026-02-17,Pending,Not Issued
14564,7224,2606311,9.26,24,Personal Loan,Wedding,2025-06-20,Pending,Not Issued
14565,7225,347081,14.24,48,Business Loan,Travel,2024-09-22,Pending,Not Issued
14566,7225,1365224,12.34,60,Personal Loan,Medical,2023-02-13,Pending,Not Issued
14567,7226,1474485,9.18,120,Business Loan,Travel,2024-02-02,Pending,Not Issued
14568,7227,1600099,7.84,48,Business Loan,Business Expansion,2024-01-15,Approved,Active
14569,7228,657724,16.61,36,Home Loan,Home Purchase,2025-07-06,Rejected,Not Issued
14570,7228,2266330,14.23,24,Home Loan,Vehicle,2024-10-02,Rejected,Not Issued
14571,7228,1040036,15.27,24,Business Loan,Education,2024-02-19,Rejected,Not Issued
14572,7229,900912,17.37,60,Car Loan,Education,2023-09-06,Pending,Not Issued
14573,7230,639447,8.21,120,Car Loan,Vehicle,2026-02-18,Approved,Active
14574,7230,2204487,7.43,120,Business Loan,Business Expansion,2023-06-16,Approved,Active
14575,7230,341124,7.39,36,Personal Loan,Business Expansion,2023-09-15,Approved,Closed
14576,7231,215987,14.79,84,Business Loan,Home Purchase,2022-07-20,Pending,Not Issued
14577,7231,530766,17.32,24,Home Loan,Medical,2026-03-06,Rejected,Not Issued
14578,7231,415795,17.37,24,Personal Loan,Vehicle,2025-05-20,Pending,Not Issued
14579,7232,374341,15.21,60,Home Loan,Medical,2024-04-26,Rejected,Not Issued
14580,7232,660037,14.7,120,Education Loan,Travel,2024-05-11,Rejected,Not Issued
14581,7233,508692,17.99,60,Home Loan,Travel,2024-01-25,Rejected,Not Issued
14582,7233,1230671,13.05,36,Personal Loan,Wedding,2025-11-01,Rejected,Not Issued
14583,7234,1820655,7.75,36,Business Loan,Business Expansion,2023-06-22,Approved,Active
14584,7234,2808612,8.26,36,Car Loan,Medical,2023-06-22,Approved,Active
14585,7234,2392723,8.46,12,Home Loan,Business Expansion,2024-11-25,Approved,Active
14586,7235,420214,8.93,48,Personal Loan,Wedding,2024-08-08,Approved,Active
14587,7235,994823,8.14,60,Personal Loan,Travel,2025-05-11,Approved,Active
14588,7235,181233,7.38,48,Car Loan,Education,2023-03-26,Approved,Active
14589,7236,202535,7.59,120,Car Loan,Vehicle,2022-11-06,Approved,Active
14590,7236,74775,8.05,24,Home Loan,Travel,2023-04-10,Approved,Closed
14591,7236,810814,8.98,60,Car Loan,Wedding,2024-06-25,Approved,Closed
14592,7237,2165688,9.24,36,Education Loan,Wedding,2025-02-17,Approved,Closed
14593,7237,441852,11.6,24,Home Loan,Vehicle,2025-06-11,Approved,Active
14594,7237,2284627,10.13,84,Car Loan,Medical,2024-03-02,Approved,Active
14595,7238,1428645,8.0,12,Car Loan,Medical,2023-03-14,Approved,Default
14596,7238,1024519,8.53,60,Business Loan,Business Expansion,2026-02-18,Approved,Active
14597,7239,479455,16.89,84,Education Loan,Home Purchase,2023-06-20,Approved,Active
14598,7239,3060893,17.38,48,Education Loan,Business Expansion,2025-10-17,Approved,Active
14599,7240,1092211,12.5,48,Personal Loan,Vehicle,2023-02-16,Rejected,Not Issued
14600,7240,934588,12.23,24,Business Loan,Business Expansion,2025-11-08,Rejected,Not Issued
14601,7241,1106699,17.37,84,Personal Loan,Home Purchase,2025-10-19,Approved,Closed
14602,7241,160271,13.98,24,Car Loan,Medical,2025-02-16,Pending,Not Issued
14603,7242,498192,17.46,36,Business Loan,Education,2026-01-29,Pending,Not Issued
14604,7243,374854,17.89,12,Business Loan,Education,2025-09-02,Approved,Closed
14605,7243,1592028,17.46,48,Personal Loan,Travel,2026-05-01,Approved,Active
14606,7243,2452692,17.72,24,Personal Loan,Wedding,2024-10-29,Pending,Not Issued
14607,7244,473383,17.81,12,Business Loan,Medical,2024-07-08,Rejected,Not Issued
14608,7245,1406598,16.93,84,Business Loan,Wedding,2024-10-08,Rejected,Not Issued
14609,7246,1250512,12.91,60,Personal Loan,Home Purchase,2024-10-23,Pending,Not Issued
14610,7246,1238083,12.42,84,Home Loan,Medical,2025-05-05,Rejected,Not Issued
14611,7246,1722573,13.36,48,Home Loan,Wedding,2023-07-14,Pending,Not Issued
14612,7247,1225120,12.91,60,Business Loan,Education,2024-11-08,Rejected,Not Issued
14613,7247,2079330,12.3,36,Car Loan,Medical,2026-06-16,Rejected,Not Issued
14614,7248,981887,15.52,60,Personal Loan,Home Purchase,2023-10-23,Pending,Not Issued
14615,7248,2637867,15.86,48,Business Loan,Education,2025-11-10,Pending,Not Issued
14616,7249,3313829,12.08,120,Education Loan,Wedding,2025-09-03,Rejected,Not Issued
14617,7250,1814227,17.46,120,Home Loan,Education,2026-02-25,Pending,Not Issued
14618,7250,109719,12.18,36,Home Loan,Medical,2023-01-04,Rejected,Not Issued
14619,7251,1584091,14.06,84,Car Loan,Home Purchase,2025-05-26,Pending,Not Issued
14620,7251,1031149,13.62,12,Car Loan,Business Expansion,2024-08-20,Pending,Not Issued
14621,7251,898696,14.14,84,Home Loan,Travel,2023-02-26,Rejected,Not Issued
14622,7252,866749,13.47,48,Business Loan,Wedding,2023-02-28,Rejected,Not Issued
14623,7253,2334055,10.94,36,Business Loan,Home Purchase,2023-04-22,Approved,Closed
14624,7253,3420046,11.35,36,Business Loan,Wedding,2023-12-17,Approved,Closed
14625,7253,4216748,10.75,48,Home Loan,Education,2025-07-14,Approved,Active
14626,7254,4938755,7.39,120,Education Loan,Travel,2025-09-04,Approved,Active
14627,7255,538335,12.27,120,Home Loan,Wedding,2022-11-03,Pending,Not Issued
14628,7256,2155577,7.05,60,Business Loan,Business Expansion,2024-09-29,Approved,Active
14629,7257,2307437,16.74,84,Car Loan,Medical,2025-07-07,Rejected,Not Issued
14630,7257,2239416,15.35,120,Education Loan,Business Expansion,2025-07-30,Pending,Not Issued
14631,7257,612378,13.23,84,Personal Loan,Home Purchase,2025-01-15,Pending,Not Issued
14632,7258,1598929,10.38,60,Education Loan,Education,2022-10-08,Approved,Active
14633,7258,3362073,10.37,24,Education Loan,Medical,2024-06-29,Approved,Active
14634,7258,3117693,10.61,120,Car Loan,Vehicle,2024-07-12,Pending,Not Issued
14635,7259,134565,16.53,36,Business Loan,Business Expansion,2024-11-05,Rejected,Not Issued
14636,7260,1740140,17.86,48,Car Loan,Wedding,2026-05-10,Pending,Not Issued
14637,7261,1567871,8.7,84,Car Loan,Home Purchase,2026-07-05,Approved,Active
14638,7262,975313,13.12,84,Business Loan,Business Expansion,2025-08-08,Pending,Not Issued
14639,7262,296417,12.72,120,Personal Loan,Medical,2026-05-16,Pending,Not Issued
14640,7262,178201,12.78,48,Personal Loan,Medical,2026-04-28,Pending,Not Issued
14641,7263,2532207,10.11,48,Personal Loan,Home Purchase,2023-06-29,Approved,Closed
14642,7263,2477291,9.15,12,Car Loan,Education,2022-07-18,Approved,Active
14643,7263,720936,10.39,24,Home Loan,Medical,2022-12-28,Approved,Active
14644,7264,1337163,8.17,84,Education Loan,Wedding,2026-04-06,Approved,Active
14645,7265,4373963,7.07,84,Education Loan,Wedding,2024-03-28,Approved,Active
14646,7265,4783947,7.49,24,Education Loan,Education,2025-05-19,Approved,Active
14647,7265,2089573,7.95,48,Car Loan,Home Purchase,2024-07-06,Approved,Closed
14648,7266,2156244,13.04,36,Home Loan,Travel,2025-01-09,Pending,Not Issued
14649,7267,2792077,12.3,60,Home Loan,Wedding,2025-06-04,Pending,Not Issued
14650,7267,1484693,13.04,48,Education Loan,Vehicle,2025-04-27,Pending,Not Issued
14651,7267,919683,16.9,12,Business Loan,Education,2025-01-15,Rejected,Not Issued
14652,7268,1648690,15.46,12,Car Loan,Medical,2025-09-24,Rejected,Not Issued
14653,7268,3256068,15.0,60,Personal Loan,Home Purchase,2023-01-12,Rejected,Not Issued
14654,7269,3239427,8.73,60,Home Loan,Home Purchase,2024-04-26,Approved,Active
14655,7269,2416623,8.14,12,Business Loan,Wedding,2023-10-16,Approved,Active
14656,7270,1304540,9.42,36,Home Loan,Medical,2023-05-24,Approved,Active
14657,7270,2548731,11.06,36,Car Loan,Education,2024-06-08,Approved,Closed
14658,7270,3331481,11.39,12,Business Loan,Wedding,2024-05-08,Pending,Not Issued
14659,7271,596046,12.33,84,Home Loan,Business Expansion,2026-02-18,Rejected,Not Issued
14660,7271,174741,16.96,24,Business Loan,Travel,2023-11-23,Pending,Not Issued
14661,7272,359053,7.61,60,Car Loan,Home Purchase,2023-02-21,Approved,Closed
14662,7272,378609,7.64,48,Business Loan,Travel,2024-05-02,Approved,Active
14663,7272,349863,8.51,24,Education Loan,Business Expansion,2023-07-21,Approved,Active
14664,7273,684764,15.26,48,Car Loan,Education,2025-07-11,Rejected,Not Issued
14665,7273,249626,13.13,36,Car Loan,Wedding,2026-02-22,Rejected,Not Issued
14666,7274,3954632,9.78,12,Car Loan,Vehicle,2024-08-11,Approved,Active
